[23.01.2025 4:45:25] Протоколирование начато.
[23.01.2025 4:45:25] Создание новой базы данных
[23.01.2025 4:45:26] Загрузка данных из файла Excel.
[23.01.2025 4:45:26] Загружено животных: id 1, species Попугай, breed Ара
[24.01.2025 0:52:44] Добавлены покупатели: id 1263, name Shelley Whitaker, age 53, address Волжский
[24.01.2025 0:52:44] Добавлены покупатели: id 1264, name Sean Calderon, age 53, address Дербент
[24.01.2025 0:52:44] Добавлены покупатели: id 1265, name Toni Rivas, age 36, address Тверь
[24.01.2025 0:52:44] Добавлены покупатели: id 1266, name Margaret Rivera, age 39, address Кемерово
[24.01.2025 0:52:44] Добавлены покупатели: id 1267, name Leroy Roberts, age 30, address Псков
[24.01.2025 0:52:44] Добавлены покупатели: id 1268, name Kathleen Yang, age 19, address Ноябрьск
[24.01.2025 0:52:44] Добавлены покупатели: id 1269, name Andre Herrera II, age 69, address Нижний Новгород
[24.01.2025 0:52:44] Добавлены покупатели: id 1270, name Tina Salinas, age 65, address Тверь
[24.01.2025 0:52:44] Добавлены покупатели: id 1271, name Nicole Brown, age 54, address Ноябрьск
[24.01.2025 0:52:44] Добавлены покупатели: id 1272, name William Gutierrez, age 26, address Йошкар-Ола
[24.01.2025 0:52:44] Добавлены покупатели: id 1273, name Jonathan Dixon, age 64, address Сызрань
[24.01.2025 0:52:44] Добавлены покупатели: id 1274, name Alicia Krause, age 50, address Владивосток
[24.01.2025 0:52:44] Добавлены покупатели: id 1275, name David Barnes, age 37, address Волгоград
[24.01.2025 0:52:44] Добавлены покупатели: id 1276, name Mary Wheeler, age 26, address Курган
[24.01.2025 0:52:44] Добавлены покупатели: id 1277, name Dr. Melinda Lewis, age 59, address Воронеж
[24.01.2025 0:52:44] Добавлены покупатели: id 1278, name Matthew Morris, age 35, address Балаково
[24.01.2025 0:52:44] Добавлены покупатели: id 1279, name Ashley Bishop, age 70, address Хабаровск
[24.01.2025 0:52:44] Добавлены покупатели: id 1280, name Adam Hester, age 24, address Сыктывкар
[24.01.2025 0:52:44] Добавлены покупатели: id 1281, name Kristen Parker, age 51, address Пермь
[24.01.2025 0:52:44] Добавлены покупатели: id 1282, name Elizabeth Hanson, age 33, address Владивосток
[24.01.2025 0:52:44] Добавлены покупатели: id 1283, name Susan Rivera, age 26, address Москва
[24.01.2025 0:52:44] Добавлены покупатели: id 1284, name Randy Wyatt, age 67, address Рыбинск
[24.01.2025 0:52:44] Добавлены покупатели: id 1285, name Ashley York, age 32, address Бийск
[24.01.2025 0:52:44] Добавлены покупатели: id 1286, name Joel Ortega, age 22, address Волгодонск
[24.01.2025 0:52:44] Добавлены покупатели: id 1287, name Victoria Houston, age 40, address Оренбург
[24.01.2025 0:52:44] Добавлены покупатели: id 1288, name Amanda Becker, age 19, address Йошкар-Ола
[24.01.2025 0:52:44] Добавлены покупатели: id 1289, name Tiffany Roberson, age 43, address Самара
[24.01.2025 0:52:44] Добавлены покупатели: id 1290, name Chad Spears, age 36, address Каменск-Уральский
[24.01.2025 0:52:44] Добавлены покупатели: id 1291, name Vanessa Rodriguez, age 49, address Курган
[24.01.2025 0:52:44] Добавлены покупатели: id 1292, name Monica Bennett, age 54, address Норильск
[24.01.2025 0:52:44] Добавлены покупатели: id 1293, name Scott Henderson, age 45, address Челябинск
[24.01.2025 0:52:44] Добавлены покупатели: id 1294, name Justin Wells, age 69, address Ярославль
[24.01.2025 0:52:44] Добавлены покупатели: id 1295, name Sheena Austin, age 18, address Рыбинск
[24.01.2025 0:52:44] Добавлены покупатели: id 1296, name Carla Mora, age 53, address Саранск
[24.01.2025 0:52:44] Добавлены покупатели: id 1297, name Jeffery Winters, age 38, address Чебоксары
[24.01.2025 0:52:44] Добавлены покупатели: id 1298, name Sarah Hughes, age 60, address Уссурийск
[24.01.2025 0:52:44] Добавлены покупатели: id 1299, name Charles Rogers, age 48, address Нижневартовск
[24.01.2025 0:52:44] Добавлены покупатели: id 1300, name Christina Wong, age 31, address Махачкала
[24.01.2025 0:52:44] Добавлены покупатели: id 1301, name David Jones, age 32, address Астрахань
[24.01.2025 0:52:44] Добавлены покупатели: id 1302, name James Johnson, age 49, address Ангарск
[24.01.2025 0:52:44] Добавлены покупатели: id 1303, name John Scott, age 69, address Армавир
[24.01.2025 0:52:44] Добавлены покупатели: id 1304, name Tommy Cooper, age 38, address Сочи
[24.01.2025 0:52:44] Добавлены покупатели: id 1305, name Jerry Nelson, age 61, address Казань
[24.01.2025 0:52:44] Добавлены покупатели: id 1306, name Andrea Martin, age 50, address Волгоград
[24.01.2025 0:52:44] Добавлены покупатели: id 1307, name Denise Holloway, age 62, address Прокопьевск
[24.01.2025 0:52:44] Добавлены покупатели: id 1308, name Patricia Gonzales, age 25, address Калининград
[24.01.2025 0:52:44] Добавлены покупатели: id 1309, name Kayla Vega, age 30, address Пенза
[24.01.2025 0:52:44] Добавлены покупатели: id 1310, name Patrick Mitchell, age 50, address Череповец
[24.01.2025 0:52:44] Добавлены покупатели: id 1311, name Kevin Anderson, age 57, address Омск
[24.01.2025 0:52:44] Добавлены покупатели: id 1312, name Ms. Amanda Hess DVM, age 40, address Мурманск
[24.01.2025 0:52:44] Добавлены покупатели: id 1313, name Amy Lopez, age 65, address Барнаул
[24.01.2025 0:52:44] Добавлены покупатели: id 1314, name Sierra Jones, age 42, address Тюмень
[24.01.2025 0:52:44] Добавлены покупатели: id 1315, name Travis Sloan, age 68, address Мурманск
[24.01.2025 0:52:44] Добавлены покупатели: id 1316, name Deanna Cruz, age 19, address Каменск-Уральский
[24.01.2025 0:52:44] Добавлены покупатели: id 1317, name Colin Mcguire, age 37, address Чебоксары
[24.01.2025 0:52:44] Добавлены покупатели: id 1318, name Jason Ruiz, age 58, address Чебоксары
[24.01.2025 0:52:44] Добавлены покупатели: id 1319, name Christopher Bishop, age 63, address Самара
[24.01.2025 0:52:44] Добавлены покупатели: id 1320, name Shawn Palmer, age 69, address Чебоксары
[24.01.2025 0:52:44] Добавлены покупатели: id 1321, name Adrian Schneider, age 30, address Новороссийск
[24.01.2025 0:52:44] Добавлены покупатели: id 1322, name Rachel Daniels, age 45, address Нижний Тагил
[24.01.2025 0:52:44] Добавлены покупатели: id 1323, name Lisa Carson, age 32, address Волгодонск
[24.01.2025 0:52:44] Добавлены покупатели: id 1324, name Tyler York, age 35, address Петропавловск-Камчатский
[24.01.2025 0:52:44] Добавлены покупатели: id 1325, name Trevor Daniel, age 58, address Петропавловск-Камчатский
[24.01.2025 0:52:44] Добавлены покупатели: id 1326, name David Thomas, age 24, address Сыктывкар
[24.01.2025 0:52:44] Добавлены покупатели: id 1327, name Ernest Mack, age 52, address Волжский
[24.01.2025 0:52:44] Добавлены покупатели: id 1328, name Jennifer Lewis, age 52, address Рыбинск
[24.01.2025 0:52:44] Добавлены покупатели: id 1329, name Douglas Gonzalez, age 57, address Рязань
[24.01.2025 0:52:44] Добавлены покупатели: id 1330, name Andrew Cooper, age 28, address Оренбург
[24.01.2025 0:52:44] Добавлены покупатели: id 1331, name Mario Lowery, age 18, address Орск
[24.01.2025 0:52:44] Добавлены покупатели: id 1332, name Richard Porter, age 35, address Иваново
[24.01.2025 0:52:44] Добавлены покупатели: id 1333, name Sarah Bates, age 40, address Рыбинск
[24.01.2025 0:52:44] Добавлены покупатели: id 1334, name Jennifer Newton, age 45, address Сыктывкар
[24.01.2025 0:52:44] Добавлены покупатели: id 1335, name Joseph Ward, age 70, address Кострома
[24.01.2025 0:52:44] Добавлены покупатели: id 1336, name Mrs. Brittany Nunez, age 41, address Пермь
[24.01.2025 0:52:44] Добавлены покупатели: id 1337, name Pamela Torres, age 49, address Орск
[24.01.2025 0:52:44] Добавлены покупатели: id 1338, name Madeline Duffy, age 24, address Тольятти
[24.01.2025 0:52:44] Добавлены покупатели: id 1339, name Edward Huff, age 19, address Шахты
[24.01.2025 0:52:44] Добавлены покупатели: id 1340, name Richard Morgan, age 22, address Оренбург
[24.01.2025 0:52:44] Добавлены покупатели: id 1341, name Tammy Sanchez, age 38, address Псков
[24.01.2025 0:52:44] Добавлены покупатели: id 1342, name Johnny Davidson, age 21, address Казань
[24.01.2025 0:52:44] Добавлены покупатели: id 1343, name Pamela Lynch, age 39, address Тамбов
[24.01.2025 0:52:44] Добавлены покупатели: id 1344, name Stephanie Alvarado, age 18, address Магнитогорск
[24.01.2025 0:52:44] Добавлены покупатели: id 1345, name Sharon Burgess, age 57, address Обнинск
[24.01.2025 0:52:44] Добавлены покупатели: id 1346, name Ryan Taylor, age 31, address Обнинск
[24.01.2025 0:52:44] Добавлены покупатели: id 1347, name John Holmes, age 66, address Балаково
[24.01.2025 0:52:44] Добавлены покупатели: id 1348, name Arthur Williamson, age 37, address Петрозаводск
[24.01.2025 0:52:44] Добавлены покупатели: id 1349, name Kristen Duarte, age 67, address Химки
[24.01.2025 0:52:44] Добавлены покупатели: id 1350, name Shelby Smith DVM, age 62, address Йошкар-Ола
[24.01.2025 0:52:44] Добавлены покупатели: id 1351, name Trevor Stevens, age 28, address Старый Оскол
[24.01.2025 0:52:44] Добавлены покупатели: id 1352, name Alyssa Gutierrez, age 37, address Уфа
[24.01.2025 0:52:44] Добавлены покупатели: id 1353, name Ryan Hernandez, age 49, address Благовещенск
[24.01.2025 0:52:44] Добавлены покупатели: id 1354, name Kevin Willis, age 38, address Саранск
[24.01.2025 0:52:44] Добавлены покупатели: id 1355, name Thomas Lewis II, age 59, address Уссурийск
[24.01.2025 0:52:44] Добавлены покупатели: id 1356, name Stacie Cole, age 41, address Хасавюрт
[24.01.2025 0:52:44] Добавлены покупатели: id 1357, name Jessica Solis, age 25, address Шахты
[24.01.2025 0:52:44] Добавлены покупатели: id 1358, name Joyce Wise, age 31, address Саратов
[24.01.2025 0:52:44] Добавлены покупатели: id 1359, name Daniel Hernandez, age 50, address Тамбов
[24.01.2025 0:52:44] Добавлены покупатели: id 1360, name Gregory Fuentes, age 42, address Тюмень
[24.01.2025 0:52:44] Добавлены покупатели: id 1361, name Sharon Lewis, age 67, address Казань
[24.01.2025 0:52:44] Добавлены покупатели: id 1362, name Sarah Gonzalez, age 59, address Ставрополь
[24.01.2025 0:52:44] Добавлены покупатели: id 1363, name Sabrina Reyes, age 22, address Сызрань
[24.01.2025 0:52:44] Добавлены покупатели: id 1364, name Francisco Johnson, age 18, address Псков
[24.01.2025 0:52:44] Добавлены покупатели: id 1365, name Mark Morgan, age 30, address Шахты
[24.01.2025 0:52:44] Добавлены покупатели: id 1366, name Ian Smith, age 65, address Архангельск
[24.01.2025 0:52:44] Добавлены покупатели: id 1367, name Jessica Jones, age 43, address Невинномысск
[24.01.2025 0:52:44] Добавлены покупатели: id 1368, name Robert Jones, age 57, address Сочи
[24.01.2025 0:52:44] Добавлены покупатели: id 1369, name Brenda Reid, age 51, address Смоленск
[24.01.2025 0:52:44] Добавлены покупатели: id 1370, name Kayla Miller, age 18, address Уфа
[24.01.2025 0:52:44] Добавлены покупатели: id 1371, name Stephanie Ball, age 50, address Химки
[24.01.2025 0:52:44] Добавлены покупатели: id 1372, name Caitlin Campbell, age 54, address Оренбург
[24.01.2025 0:52:44] Добавлены покупатели: id 1373, name Jeffrey Ellis, age 34, address Йошкар-Ола
[24.01.2025 0:52:44] Добавлены покупатели: id 1374, name Megan Russell, age 47, address Омск
[24.01.2025 0:52:44] Добавлены покупатели: id 1375, name Megan Alexander, age 51, address Тюмень
[24.01.2025 0:52:44] Добавлены покупатели: id 1376, name Tracy Morales, age 31, address Волжский
[24.01.2025 0:52:44] Добавлены покупатели: id 1377, name Caitlin Perez, age 43, address Тула
[24.01.2025 0:52:44] Добавлены покупатели: id 1378, name Karen Roberts, age 24, address Самара
[24.01.2025 0:52:44] Добавлены покупатели: id 1379, name Ricardo Terrell, age 48, address Владимир
[24.01.2025 0:52:44] Добавлены покупатели: id 1380, name Stanley Jones, age 57, address Псков
[24.01.2025 0:52:44] Добавлены покупатели: id 1381, name Ann Logan, age 40, address Иваново
[24.01.2025 0:52:44] Добавлены покупатели: id 1382, name Sheryl Roberts, age 34, address Томск
[24.01.2025 0:52:44] Добавлены покупатели: id 1383, name Joanna Peterson, age 64, address Чебоксары
[24.01.2025 0:52:44] Добавлены покупатели: id 1384, name Amber Martinez, age 54, address Сочи
[24.01.2025 0:52:44] Добавлены покупатели: id 1385, name Michael Parker, age 53, address Саратов
[24.01.2025 0:52:44] Добавлены покупатели: id 1386, name Stephen Bautista, age 33, address Бийск
[24.01.2025 0:52:44] Добавлены покупатели: id 1387, name Darren Figueroa, age 30, address Армавир
[24.01.2025 0:52:44] Добавлены покупатели: id 1388, name Autumn Reynolds, age 30, address Абакан
[24.01.2025 0:52:44] Добавлены покупатели: id 1389, name William Lawrence, age 58, address Пермь
[24.01.2025 0:52:44] Добавлены покупатели: id 1390, name Robert Elliott, age 59, address Астрахань
[24.01.2025 0:52:44] Добавлены покупатели: id 1391, name Amy Watson, age 21, address Набережные Челны
[24.01.2025 0:52:44] Добавлены покупатели: id 1392, name David Bell, age 48, address Пермь
[24.01.2025 0:52:44] Добавлены покупатели: id 1393, name Linda Cox, age 26, address Пермь
[24.01.2025 0:52:44] Добавлены покупатели: id 1394, name Sarah Smith, age 22, address Кострома
[24.01.2025 0:52:44] Добавлены покупатели: id 1395, name William Casey, age 63, address Сочи
[24.01.2025 0:52:44] Добавлены покупатели: id 1396, name Kimberly Hood, age 33, address Владимир
[24.01.2025 0:52:44] Добавлены покупатели: id 1397, name Gregory Mosley, age 70, address Оренбург
[24.01.2025 0:52:44] Добавлены покупатели: id 1398, name Rebecca Castro, age 34, address Балаково
[24.01.2025 0:52:44] Добавлены покупатели: id 1399, name Daniel Adams, age 64, address Магнитогорск
[24.01.2025 0:52:44] Добавлены покупатели: id 1400, name Virginia Johnson, age 40, address Санкт-Петербург
[24.01.2025 0:52:44] Добавлены покупатели: id 1401, name Benjamin Williams, age 61, address Калининград
[24.01.2025 0:52:44] Добавлены покупатели: id 1402, name Miss Victoria Thornton, age 50, address Астрахань
[24.01.2025 0:52:44] Добавлены покупатели: id 1403, name Stephanie Shannon, age 42, address Нижний Новгород
[24.01.2025 0:52:44] Добавлены покупатели: id 1404, name Chase Martin, age 59, address Смоленск
[24.01.2025 0:52:44] Добавлены покупатели: id 1405, name Ruth Bell, age 37, address Ростов-на-Дону
[24.01.2025 0:52:44] Добавлены покупатели: id 1406, name Kelly Garcia, age 67, address Дербент
[24.01.2025 0:52:44] Добавлены покупатели: id 1407, name Elizabeth Chavez, age 39, address Ноябрьск
[24.01.2025 0:52:44] Добавлены покупатели: id 1408, name Darren Johnson, age 63, address Уфа
[24.01.2025 0:52:44] Добавлены покупатели: id 1409, name Jacqueline Scott, age 60, address Челябинск
[24.01.2025 0:52:44] Добавлены покупатели: id 1410, name Heather Williams, age 44, address Новороссийск
[24.01.2025 0:52:44] Добавлены покупатели: id 1411, name Brittany Carlson, age 55, address Ростов-на-Дону
[24.01.2025 0:52:44] Добавлены покупатели: id 1412, name Kenneth Henry, age 64, address Мурманск
[24.01.2025 0:52:44] Добавлены покупатели: id 1413, name Holly Johnson, age 28, address Норильск
[24.01.2025 0:52:44] Добавлены покупатели: id 1414, name Angela Decker, age 39, address Улан-Удэ
[24.01.2025 0:52:44] Добавлены покупатели: id 1415, name Nathan Dean, age 30, address Астрахань
[24.01.2025 0:52:44] Добавлены покупатели: id 1416, name Mark Buchanan, age 26, address Томск
[24.01.2025 0:52:44] Добавлены покупатели: id 1417, name Debra Edwards, age 56, address Старый Оскол
[24.01.2025 0:52:44] Добавлены покупатели: id 1418, name Nicholas Lozano, age 56, address Сургут
[24.01.2025 0:52:44] Добавлены покупатели: id 1419, name Debbie Graves, age 25, address Калининград
[24.01.2025 0:52:44] Добавлены покупатели: id 1420, name Patricia Austin, age 60, address Иркутск
[24.01.2025 0:52:44] Добавлены покупатели: id 1421, name Michael Rogers, age 21, address Орск
[24.01.2025 0:52:44] Добавлены покупатели: id 1422, name Kevin Dunn, age 21, address Красноярск
[24.01.2025 0:52:44] Добавлены покупатели: id 1423, name Nicole Randall, age 58, address Новокузнецк
[24.01.2025 0:52:44] Добавлены покупатели: id 1424, name Matthew Dixon, age 70, address Саратов
[24.01.2025 0:52:44] Добавлены покупатели: id 1425, name David Gallagher, age 29, address Тверь
[24.01.2025 0:52:44] Добавлены покупатели: id 1426, name William Schneider, age 38, address Йошкар-Ола
[24.01.2025 0:52:44] Добавлены покупатели: id 1427, name Joshua Wallace, age 61, address Тамбов
[24.01.2025 0:52:44] Добавлены покупатели: id 1428, name Courtney Horne, age 47, address Псков
[24.01.2025 0:52:44] Добавлены покупатели: id 1429, name Russell Espinoza, age 21, address Таганрог
[24.01.2025 0:52:44] Добавлены покупатели: id 1430, name Thomas Klein, age 55, address Череповец
[24.01.2025 0:52:44] Добавлены покупатели: id 1431, name Sandra Walker, age 42, address Петропавловск-Камчатский
[24.01.2025 0:52:44] Добавлены покупатели: id 1432, name Alicia Gregory, age 63, address Ставрополь
[24.01.2025 0:52:44] Добавлены покупатели: id 1433, name Jason Walker, age 58, address Кострома
[24.01.2025 0:52:44] Добавлены покупатели: id 1434, name Sean Lee, age 57, address Владивосток
[24.01.2025 0:52:44] Добавлены покупатели: id 1435, name Margaret Bennett, age 18, address Чита
[24.01.2025 0:52:44] Добавлены покупатели: id 1436, name David Morris, age 55, address Нижневартовск
[24.01.2025 0:52:44] Добавлены покупатели: id 1437, name Adam Lewis, age 29, address Прокопьевск
[24.01.2025 0:52:44] Добавлены покупатели: id 1438, name Doris Williams, age 67, address Пенза
[24.01.2025 0:52:44] Добавлены покупатели: id 1439, name Daniel Pearson, age 37, address Рыбинск
[24.01.2025 0:52:44] Добавлены покупатели: id 1440, name Nicole Richardson, age 31, address Таганрог
[24.01.2025 0:52:44] Добавлены покупатели: id 1441, name Sherri Villarreal, age 33, address Ульяновск
[24.01.2025 0:52:44] Добавлены покупатели: id 1442, name Mr. Matthew Anderson DDS, age 31, address Комсомольск-на-Амуре
[24.01.2025 0:52:44] Добавлены покупатели: id 1443, name Wendy Thomas, age 29, address Петропавловск-Камчатский
[24.01.2025 0:52:44] Добавлены покупатели: id 1444, name Megan Underwood, age 22, address Шахты
[24.01.2025 0:52:44] Добавлены покупатели: id 1445, name Logan Anderson, age 33, address Петрозаводск
[24.01.2025 0:52:44] Добавлены покупатели: id 1446, name Christopher Whitney, age 50, address Москва
[24.01.2025 0:52:44] Добавлены покупатели: id 1447, name John Hill, age 55, address Невинномысск
[24.01.2025 0:52:44] Добавлены покупатели: id 1448, name Donald Bennett, age 51, address Самара
[24.01.2025 0:52:44] Добавлены покупатели: id 1449, name Phillip Taylor, age 47, address Воронеж
[24.01.2025 0:52:44] Добавлены покупатели: id 1450, name William Daniels, age 69, address Волгодонск
[24.01.2025 0:52:44] Добавлены покупатели: id 1451, name Lori Little, age 18, address Пермь
[24.01.2025 0:52:44] Добавлены покупатели: id 1452, name Erin Thomas, age 56, address Химки
[24.01.2025 0:52:44] Добавлены покупатели: id 1453, name Leslie Young, age 32, address Томск
[24.01.2025 0:52:44] Добавлены покупатели: id 1454, name Olivia Shannon, age 40, address Пенза
[24.01.2025 0:52:44] Добавлены покупатели: id 1455, name Jonathan Cole, age 45, address Балаково
[24.01.2025 0:52:44] Добавлены покупатели: id 1456, name Mr. Zachary Walker, age 59, address Москва
[24.01.2025 0:52:44] Добавлены покупатели: id 1457, name Dr. Kenneth Perry III, age 43, address Курган
[24.01.2025 0:52:44] Добавлены покупатели: id 1458, name Wanda Lucas, age 53, address Нижневартовск
[24.01.2025 0:52:44] Добавлены покупатели: id 1459, name Sara Bowman, age 35, address Сургут
[24.01.2025 0:52:44] Добавлены покупатели: id 1460, name John Orr, age 48, address Воронеж
[24.01.2025 0:52:44] Добавлены покупатели: id 1461, name Michelle Dunn, age 59, address Киров
[24.01.2025 0:52:44] Добавлены покупатели: id 1462, name Billy Brown, age 57, address Барнаул
[24.01.2025 0:52:44] Добавлены покупатели: id 1463, name Crystal Sanchez, age 21, address Балаково
[24.01.2025 0:52:44] Добавлены покупатели: id 1464, name Steven Jones, age 65, address Благовещенск
[24.01.2025 0:52:44] Добавлены покупатели: id 1465, name Eric Williams, age 47, address Хасавюрт
[24.01.2025 0:52:44] Добавлены покупатели: id 1466, name Dale Shaw, age 29, address Шахты
[24.01.2025 0:52:44] Добавлены покупатели: id 1467, name Joshua Melton, age 63, address Прокопьевск
[24.01.2025 0:52:44] Добавлены покупатели: id 1468, name Gregory Henry, age 20, address Армавир
[24.01.2025 0:52:44] Добавлены покупатели: id 1469, name Randy Watkins, age 25, address Армавир
[24.01.2025 0:52:44] Добавлены покупатели: id 1470, name Donald West, age 33, address Сургут
[24.01.2025 0:52:44] Добавлены покупатели: id 1471, name Tina Fisher, age 20, address Саранск
[24.01.2025 0:52:44] Добавлены покупатели: id 1472, name Austin Gilmore, age 19, address Череповец
[24.01.2025 0:52:44] Добавлены покупатели: id 1473, name Jonathan Schultz, age 28, address Казань
[24.01.2025 0:52:44] Добавлены покупатели: id 1474, name James Chandler, age 23, address Челябинск
[24.01.2025 0:52:44] Добавлены покупатели: id 1475, name James Robertson, age 49, address Чебоксары
[24.01.2025 0:52:44] Добавлены покупатели: id 1476, name Jessica Fields, age 25, address Старый Оскол
[24.01.2025 0:52:44] Добавлены покупатели: id 1477, name Diana Hicks, age 40, address Тверь
[24.01.2025 0:52:44] Добавлены покупатели: id 1478, name Jordan Bell, age 37, address Тольятти
[24.01.2025 0:52:44] Добавлены покупатели: id 1479, name David Scott, age 63, address Хабаровск
[24.01.2025 0:52:44] Добавлены покупатели: id 1480, name Marie Rose, age 68, address Ангарск
[24.01.2025 0:52:44] Добавлены покупатели: id 1481, name Bianca Murphy, age 44, address Пенза
[24.01.2025 0:52:44] Добавлены покупатели: id 1482, name Mary Edwards, age 43, address Тамбов
[24.01.2025 0:52:44] Добавлены покупатели: id 1483, name Eric Ramos, age 57, address Петрозаводск
[24.01.2025 0:52:44] Добавлены покупатели: id 1484, name Ryan Webster, age 47, address Невинномысск
[24.01.2025 0:52:44] Добавлены покупатели: id 1485, name Joseph Williams, age 47, address Тольятти
[24.01.2025 0:52:44] Добавлены покупатели: id 1486, name Theresa Moore, age 41, address Калининград
[24.01.2025 0:52:44] Добавлены покупатели: id 1487, name Tara Robinson, age 47, address Петропавловск-Камчатский
[24.01.2025 0:52:44] Добавлены покупатели: id 1488, name Evan Long, age 55, address Астрахань
[24.01.2025 0:52:44] Добавлены покупатели: id 1489, name Ana Kane, age 47, address Петрозаводск
[24.01.2025 0:52:44] Добавлены покупатели: id 1490, name Kevin Williams, age 66, address Йошкар-Ола
[24.01.2025 0:52:44] Добавлены покупатели: id 1491, name Erin Stein, age 65, address Северодвинск
[24.01.2025 0:52:44] Добавлены покупатели: id 1492, name Wendy Ferguson, age 24, address Обнинск
[24.01.2025 0:52:44] Добавлены покупатели: id 1493, name Maria Young, age 49, address Ульяновск
[24.01.2025 0:52:44] Добавлены покупатели: id 1494, name Kurt Conrad, age 56, address Владимир
[24.01.2025 0:52:44] Добавлены покупатели: id 1495, name Kathleen Johnson, age 55, address Томск
[24.01.2025 0:52:44] Добавлены покупатели: id 1496, name Harry Adams, age 26, address Волгоград
[24.01.2025 0:52:44] Добавлены покупатели: id 1497, name Amber Miller, age 57, address Екатеринбург
[24.01.2025 0:52:44] Добавлены покупатели: id 1498, name Paula Wilson, age 57, address Улан-Удэ
[24.01.2025 0:52:44] Добавлены покупатели: id 1499, name Patricia Cruz, age 33, address Саратов
[24.01.2025 0:52:44] Добавлены покупатели: id 1500, name Seth Taylor, age 55, address Волгодонск
[24.01.2025 0:52:44] Добавлены покупатели: id 1501, name Robert Hamilton, age 59, address Тольятти
[24.01.2025 0:52:44] Добавлены покупатели: id 1502, name Daisy Gomez, age 19, address Петрозаводск
[24.01.2025 0:52:44] Добавлены покупатели: id 1503, name Diana Nash, age 19, address Казань
[24.01.2025 0:52:44] Добавлены покупатели: id 1504, name Robert Matthews, age 44, address Иркутск
[24.01.2025 0:52:44] Добавлены покупатели: id 1505, name Kevin Mejia, age 39, address Владимир
[24.01.2025 0:52:44] Добавлены покупатели: id 1506, name Stephanie Wiggins, age 44, address Владимир
[24.01.2025 0:52:44] Добавлены покупатели: id 1507, name Monica Ramirez, age 46, address Череповец
[24.01.2025 0:52:44] Добавлены покупатели: id 1508, name Wendy Reese, age 66, address Ярославль
[24.01.2025 0:52:44] Добавлены покупатели: id 1509, name Rickey Graham, age 31, address Краснодар
[24.01.2025 0:52:44] Добавлены покупатели: id 1510, name Ashley Larson, age 44, address Химки
[24.01.2025 0:52:44] Добавлены покупатели: id 1511, name Wyatt Huerta, age 43, address Рыбинск
[24.01.2025 0:52:44] Добавлены покупатели: id 1512, name James Murphy, age 24, address Йошкар-Ола
[24.01.2025 0:52:44] Добавлены покупатели: id 1513, name John Knight, age 51, address Сыктывкар
[24.01.2025 0:52:44] Добавлены покупатели: id 1514, name Kenneth Rodriguez, age 66, address Пермь
[24.01.2025 0:52:44] Добавлены покупатели: id 1515, name Kayla Graves, age 20, address Мурманск
[24.01.2025 0:52:44] Добавлены покупатели: id 1516, name Anthony Donaldson, age 41, address Пермь
[24.01.2025 0:52:44] Добавлены покупатели: id 1517, name David King, age 18, address Балашов
[24.01.2025 0:52:44] Добавлены покупатели: id 1518, name Gregory Wells, age 26, address Таганрог
[24.01.2025 0:52:44] Добавлены покупатели: id 1519, name Mathew Carter Jr., age 70, address Кострома
[24.01.2025 0:52:44] Добавлены покупатели: id 1520, name Jennifer Riggs, age 41, address Сочи
[24.01.2025 0:52:44] Добавлены покупатели: id 1521, name Lauren Rodriguez, age 63, address Калуга
[24.01.2025 0:52:44] Добавлены покупатели: id 1522, name Amanda Diaz, age 40, address Пермь
[24.01.2025 0:52:44] Добавлены покупатели: id 1523, name Derek Taylor Jr., age 23, address Миасс
[24.01.2025 0:52:44] Добавлены покупатели: id 1524, name Glenn Cuevas, age 23, address Уфа
[24.01.2025 0:52:44] Добавлены покупатели: id 1525, name Michael Reynolds, age 53, address Курск
[24.01.2025 0:52:44] Добавлены покупатели: id 1526, name Charles Byrd, age 24, address Казань
[24.01.2025 0:52:44] Добавлены покупатели: id 1527, name Jake Wise, age 23, address Ижевск
[24.01.2025 0:52:44] Добавлены покупатели: id 1528, name Tiffany Mccormick, age 67, address Сыктывкар
[24.01.2025 0:52:44] Добавлены покупатели: id 1529, name Jose Garcia, age 34, address Рыбинск
[24.01.2025 0:52:44] Добавлены покупатели: id 1530, name Alan Li, age 24, address Кострома
[24.01.2025 0:52:44] Добавлены покупатели: id 1531, name Kathryn Wilson, age 68, address Ноябрьск
[24.01.2025 0:52:44] Добавлены покупатели: id 1532, name Brandon Fisher MD, age 53, address Калуга
[24.01.2025 0:52:44] Добавлены покупатели: id 1533, name Tanner Schultz, age 21, address Норильск
[24.01.2025 0:52:44] Добавлены покупатели: id 1534, name Charles Young, age 31, address Новороссийск
[24.01.2025 0:52:44] Добавлены покупатели: id 1535, name Michael Jackson, age 27, address Томск
[24.01.2025 0:52:44] Добавлены покупатели: id 1536, name Janice Coleman, age 39, address Пермь
[24.01.2025 0:52:44] Добавлены покупатели: id 1537, name David Jackson, age 64, address Архангельск
[24.01.2025 0:52:44] Добавлены покупатели: id 1538, name Jason Gray, age 34, address Кемерово
[24.01.2025 0:52:44] Добавлены покупатели: id 1539, name Kathleen Hahn, age 20, address Норильск
[24.01.2025 0:52:44] Добавлены покупатели: id 1540, name Molly Gonzalez, age 37, address Балаково
[24.01.2025 0:52:44] Добавлены покупатели: id 1541, name Jessica Mosley, age 26, address Шахты
[24.01.2025 0:52:44] Добавлены покупатели: id 1542, name Eric Williams, age 44, address Энгельс
